1, none, minecraft:the_void, MONSTER, mna:lantern_wraith, 10, 1, 3
3182, forest, biomesoplenty:redwood_forest, MONSTER, graveyard:nightmare, 10, 1, 1
3183, forest, biomesoplenty:redwood_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3184, forest, biomesoplenty:redwood_forest, MONSTER, graveyard:acolyte, 10, 2, 3
3185, forest, biomesoplenty:redwood_forest, MONSTER, mna:witch_hunter, 16, 1, 3
3186, forest, biomesoplenty:redwood_forest, MONSTER, mna:pixie, 16, 1, 3
3187, forest, biomesoplenty:redwood_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
3188, forest, biomesoplenty:redwood_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
3189, forest, biomesoplenty:redwood_forest, MONSTER, mna:spell_breaker, 16, 1, 3
3190, forest, biomesoplenty:redwood_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
3191, forest, biomesoplenty:redwood_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
3192, forest, biomesoplenty:redwood_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3193, forest, biomesoplenty:redwood_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3194, forest, biomesoplenty:redwood_forest, MONSTER, quark:stoneling, 50, 1, 1
3195, forest, biomesoplenty:redwood_forest, MONSTER, quark:toretoise, 50, 2, 4
3196, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:sheep, 12, 4, 4
3197, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:pig, 10, 4, 4
3198, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:chicken, 10, 4, 4
3199, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:cow, 10, 4, 4
3200, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:wolf, 10, 4, 4
3201, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:rabbit, 10, 2, 3
3202, forest, biomesoplenty:redwood_forest, CREATURE, minecraft:fox, 10, 2, 4
3203, forest, biomesoplenty:redwood_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3204, forest, biomesoplenty:redwood_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3205, forest, biomesoplenty:redwood_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3206, forest, biomesoplenty:redwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
3207, forest, biomesoplenty:redwood_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3208, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:spider, 50, 4, 4
3209, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:zombie, 50, 4, 4
3210, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3211, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:skeleton, 50, 4, 4
3212, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:slime, 50, 4, 4
3213, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
3214, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:witch, 5, 1, 1
3215, jungle, biomesoplenty:rocky_rainforest, MONSTER, minecraft:ocelot, 10, 1, 1
3216, jungle, biomesoplenty:rocky_rainforest, MONSTER, vampirism:vampire, 50, 1, 3
3217, jungle, biomesoplenty:rocky_rainforest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3218, jungle, biomesoplenty:rocky_rainforest, MONSTER, creeperoverhaul:jungle_creeper, 50, 2, 2
3219, jungle, biomesoplenty:rocky_rainforest, MONSTER, creeperoverhaul:bamboo_creeper, 50, 2, 2
3220, jungle, biomesoplenty:rocky_rainforest, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3221, jungle, biomesoplenty:rocky_rainforest, MONSTER, graveyard:ghoul, 25, 2, 5
3222, jungle, biomesoplenty:rocky_rainforest, MONSTER, graveyard:revenant, 25, 5, 8
3223, jungle, biomesoplenty:rocky_rainforest, MONSTER, graveyard:reaper, 10, 2, 3
3224, jungle, biomesoplenty:rocky_rainforest, MONSTER, graveyard:nightmare, 10, 1, 1
3225, jungle, biomesoplenty:rocky_rainforest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3226, jungle, biomesoplenty:rocky_rainforest, MONSTER, graveyard:acolyte, 10, 2, 3
3227, jungle, biomesoplenty:rocky_rainforest, MONSTER, mna:witch_hunter, 16, 1, 3
3228, jungle, biomesoplenty:rocky_rainforest, MONSTER, mna:pixie, 16, 1, 3
3229, jungle, biomesoplenty:rocky_rainforest, MONSTER, mna:hulking_zombie, 16, 1, 3
3230, jungle, biomesoplenty:rocky_rainforest, MONSTER, mna:mushroom_soldier, 16, 1, 3
3231, jungle, biomesoplenty:rocky_rainforest, MONSTER, mna:spell_breaker, 16, 1, 3
3232, jungle, biomesoplenty:rocky_rainforest, MONSTER, mna:skeleton_assassin, 16, 1, 3
3233, jungle, biomesoplenty:rocky_rainforest, MONSTER, player_mobs:player_mob, 50, 1, 4
3234, jungle, biomesoplenty:rocky_rainforest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3235, jungle, biomesoplenty:rocky_rainforest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3236, jungle, biomesoplenty:rocky_rainforest, MONSTER, quark:stoneling, 50, 1, 1
3237, jungle, biomesoplenty:rocky_rainforest, MONSTER, quark:toretoise, 50, 2, 4
3238, jungle, biomesoplenty:rocky_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
3239, jungle, biomesoplenty:rocky_rainforest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3240, jungle, biomesoplenty:rocky_rainforest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3241, jungle, biomesoplenty:rocky_rainforest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3242, jungle, biomesoplenty:rocky_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
3243, jungle, biomesoplenty:rocky_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3244, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:spider, 50, 4, 4
3245, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:zombie, 50, 4, 4
3246, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3247, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:skeleton, 50, 4, 4
3248, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:creeper, 50, 4, 4
3249, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:slime, 50, 4, 4
3250, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
3251, plains, biomesoplenty:rocky_shrubland, MONSTER, minecraft:witch, 5, 1, 1
3252, plains, biomesoplenty:rocky_shrubland, MONSTER, vampirism:vampire, 50, 1, 3
3253, plains, biomesoplenty:rocky_shrubland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3254, plains, biomesoplenty:rocky_shrubland, MONSTER, graveyard:ghoul, 25, 2, 5
3255, plains, biomesoplenty:rocky_shrubland, MONSTER, graveyard:revenant, 25, 5, 8
3256, plains, biomesoplenty:rocky_shrubland, MONSTER, graveyard:reaper, 10, 2, 3
3257, plains, biomesoplenty:rocky_shrubland, MONSTER, graveyard:nightmare, 10, 1, 1
3258, plains, biomesoplenty:rocky_shrubland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3259, plains, biomesoplenty:rocky_shrubland, MONSTER, graveyard:acolyte, 10, 2, 3
3260, plains, biomesoplenty:rocky_shrubland, MONSTER, mna:witch_hunter, 16, 1, 3
3261, plains, biomesoplenty:rocky_shrubland, MONSTER, mna:pixie, 16, 1, 3
3262, plains, biomesoplenty:rocky_shrubland, MONSTER, mna:hulking_zombie, 16, 1, 3
3263, plains, biomesoplenty:rocky_shrubland, MONSTER, mna:mushroom_soldier, 16, 1, 3
3264, plains, biomesoplenty:rocky_shrubland, MONSTER, mna:spell_breaker, 16, 1, 3
3265, plains, biomesoplenty:rocky_shrubland, MONSTER, mna:skeleton_assassin, 16, 1, 3
3266, plains, biomesoplenty:rocky_shrubland, MONSTER, player_mobs:player_mob, 50, 1, 4
3267, plains, biomesoplenty:rocky_shrubland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3268, plains, biomesoplenty:rocky_shrubland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3269, plains, biomesoplenty:rocky_shrubland, MONSTER, quark:stoneling, 50, 1, 1
3270, plains, biomesoplenty:rocky_shrubland, MONSTER, quark:toretoise, 50, 2, 4
3271, plains, biomesoplenty:rocky_shrubland, CREATURE, minecraft:sheep, 12, 4, 4
3272, plains, biomesoplenty:rocky_shrubland, CREATURE, minecraft:pig, 10, 4, 4
3273, plains, biomesoplenty:rocky_shrubland, CREATURE, minecraft:chicken, 10, 4, 4
3274, plains, biomesoplenty:rocky_shrubland, CREATURE, minecraft:cow, 10, 4, 4
3275, plains, biomesoplenty:rocky_shrubland, CREATURE, minecraft:llama, 10, 4, 6
3276, plains, biomesoplenty:rocky_shrubland, CREATURE, elwms:elwms, 10, 2, 3
3277, plains, biomesoplenty:rocky_shrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3278, plains, biomesoplenty:rocky_shrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3279, plains, biomesoplenty:rocky_shrubland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3280, plains, biomesoplenty:rocky_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
3281, plains, biomesoplenty:rocky_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3282, savanna, biomesoplenty:scrubland, MONSTER, minecraft:spider, 50, 4, 4
3283, savanna, biomesoplenty:scrubland, MONSTER, minecraft:zombie, 50, 4, 4
3284, savanna, biomesoplenty:scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3285, savanna, biomesoplenty:scrubland, MONSTER, minecraft:skeleton, 50, 4, 4
3286, savanna, biomesoplenty:scrubland, MONSTER, minecraft:slime, 50, 4, 4
3287, savanna, biomesoplenty:scrubland, MONSTER, minecraft:enderman, 5, 1, 4
3288, savanna, biomesoplenty:scrubland, MONSTER, minecraft:witch, 5, 1, 1
3289, savanna, biomesoplenty:scrubland, MONSTER, vampirism:vampire, 50, 1, 3
3290, savanna, biomesoplenty:scrubland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3291, savanna, biomesoplenty:scrubland, MONSTER, creeperoverhaul:savannah_creeper, 50, 2, 2
3292, savanna, biomesoplenty:scrubland, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3293, savanna, biomesoplenty:scrubland, MONSTER, graveyard:ghoul, 25, 2, 5
3294, savanna, biomesoplenty:scrubland, MONSTER, graveyard:revenant, 25, 5, 8
3295, savanna, biomesoplenty:scrubland, MONSTER, graveyard:reaper, 10, 2, 3
3296, savanna, biomesoplenty:scrubland, MONSTER, graveyard:nightmare, 10, 1, 1
3297, savanna, biomesoplenty:scrubland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3298, savanna, biomesoplenty:scrubland, MONSTER, graveyard:acolyte, 10, 2, 3
3299, savanna, biomesoplenty:scrubland, MONSTER, mna:witch_hunter, 16, 1, 3
3300, savanna, biomesoplenty:scrubland, MONSTER, mna:pixie, 16, 1, 3
3301, savanna, biomesoplenty:scrubland, MONSTER, mna:hulking_zombie, 16, 1, 3
3302, savanna, biomesoplenty:scrubland, MONSTER, mna:mushroom_soldier, 16, 1, 3
3303, savanna, biomesoplenty:scrubland, MONSTER, mna:spell_breaker, 16, 1, 3
3304, savanna, biomesoplenty:scrubland, MONSTER, mna:skeleton_assassin, 16, 1, 3
3305, savanna, biomesoplenty:scrubland, MONSTER, player_mobs:player_mob, 50, 1, 4
3306, savanna, biomesoplenty:scrubland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3307, savanna, biomesoplenty:scrubland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3308, savanna, biomesoplenty:scrubland, MONSTER, quark:stoneling, 50, 1, 1
3309, savanna, biomesoplenty:scrubland, MONSTER, quark:toretoise, 50, 2, 4
3310, savanna, biomesoplenty:scrubland, CREATURE, minecraft:sheep, 12, 4, 4
3311, savanna, biomesoplenty:scrubland, CREATURE, minecraft:pig, 10, 4, 4
3312, savanna, biomesoplenty:scrubland, CREATURE, minecraft:chicken, 10, 4, 4
3313, savanna, biomesoplenty:scrubland, CREATURE, minecraft:cow, 10, 4, 4
3314, savanna, biomesoplenty:scrubland, CREATURE, minecraft:horse, 10, 2, 6
3315, savanna, biomesoplenty:scrubland, CREATURE, minecraft:donkey, 10, 1, 3
3316, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3317, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3318, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3319, savanna, biomesoplenty:scrubland, AMBIENT, minecraft:bat, 10, 8, 8
3320, savanna, biomesoplenty:scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3321, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:spider, 50, 4, 4
3322, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:zombie, 50, 4, 4
3323, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3324, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:skeleton, 50, 4, 4
3325, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:creeper, 50, 4, 4
3326, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:slime, 50, 4, 4
3327, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:enderman, 5, 1, 4
3328, forest, biomesoplenty:seasonal_forest, MONSTER, minecraft:witch, 5, 1, 1
3329, forest, biomesoplenty:seasonal_forest, MONSTER, vampirism:vampire, 50, 1, 3
3330, forest, biomesoplenty:seasonal_forest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3331, forest, biomesoplenty:seasonal_forest, MONSTER, graveyard:ghoul, 25, 2, 5
3332, forest, biomesoplenty:seasonal_forest, MONSTER, graveyard:revenant, 25, 5, 8
3333, forest, biomesoplenty:seasonal_forest, MONSTER, graveyard:reaper, 10, 2, 3
3334, forest, biomesoplenty:seasonal_forest, MONSTER, graveyard:nightmare, 10, 1, 1
3335, forest, biomesoplenty:seasonal_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3336, forest, biomesoplenty:seasonal_forest, MONSTER, graveyard:acolyte, 10, 2, 3
3337, forest, biomesoplenty:seasonal_forest, MONSTER, mna:witch_hunter, 16, 1, 3
3338, forest, biomesoplenty:seasonal_forest, MONSTER, mna:pixie, 16, 1, 3
3339, forest, biomesoplenty:seasonal_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
3340, forest, biomesoplenty:seasonal_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
3341, forest, biomesoplenty:seasonal_forest, MONSTER, mna:spell_breaker, 16, 1, 3
3342, forest, biomesoplenty:seasonal_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
3343, forest, biomesoplenty:seasonal_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
3344, forest, biomesoplenty:seasonal_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3345, forest, biomesoplenty:seasonal_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3346, forest, biomesoplenty:seasonal_forest, MONSTER, quark:stoneling, 50, 1, 1
3347, forest, biomesoplenty:seasonal_forest, MONSTER, quark:toretoise, 50, 2, 4
3348, forest, biomesoplenty:seasonal_forest, CREATURE, minecraft:sheep, 12, 4, 4
3349, forest, biomesoplenty:seasonal_forest, CREATURE, minecraft:pig, 10, 4, 4
3350, forest, biomesoplenty:seasonal_forest, CREATURE, minecraft:chicken, 10, 4, 4
3351, forest, biomesoplenty:seasonal_forest, CREATURE, minecraft:cow, 10, 4, 4
3352, forest, biomesoplenty:seasonal_forest, CREATURE, minecraft:wolf, 10, 4, 4
3353, forest, biomesoplenty:seasonal_forest, CREATURE, minecraft:fox, 10, 2, 4
3354, forest, biomesoplenty:seasonal_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3355, forest, biomesoplenty:seasonal_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3356, forest, biomesoplenty:seasonal_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3357, forest, biomesoplenty:seasonal_forest, AMBIENT, minecraft:bat, 10, 8, 8
3358, forest, biomesoplenty:seasonal_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3359, plains, biomesoplenty:shrubland, MONSTER, minecraft:spider, 50, 4, 4
3360, plains, biomesoplenty:shrubland, MONSTER, minecraft:zombie, 50, 4, 4
3361, plains, biomesoplenty:shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3362, plains, biomesoplenty:shrubland, MONSTER, minecraft:skeleton, 50, 4, 4
3363, plains, biomesoplenty:shrubland, MONSTER, minecraft:creeper, 50, 4, 4
3364, plains, biomesoplenty:shrubland, MONSTER, minecraft:slime, 50, 4, 4
3365, plains, biomesoplenty:shrubland, MONSTER, minecraft:enderman, 5, 1, 4
3366, plains, biomesoplenty:shrubland, MONSTER, minecraft:witch, 5, 1, 1
3367, plains, biomesoplenty:shrubland, MONSTER, vampirism:vampire, 50, 1, 3
3368, plains, biomesoplenty:shrubland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3369, plains, biomesoplenty:shrubland, MONSTER, graveyard:ghoul, 25, 2, 5
3370, plains, biomesoplenty:shrubland, MONSTER, graveyard:revenant, 25, 5, 8
3371, plains, biomesoplenty:shrubland, MONSTER, graveyard:reaper, 10, 2, 3
3372, plains, biomesoplenty:shrubland, MONSTER, graveyard:nightmare, 10, 1, 1
3373, plains, biomesoplenty:shrubland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3374, plains, biomesoplenty:shrubland, MONSTER, graveyard:acolyte, 10, 2, 3
3375, plains, biomesoplenty:shrubland, MONSTER, mna:witch_hunter, 16, 1, 3
3376, plains, biomesoplenty:shrubland, MONSTER, mna:pixie, 16, 1, 3
3377, plains, biomesoplenty:shrubland, MONSTER, mna:hulking_zombie, 16, 1, 3
3378, plains, biomesoplenty:shrubland, MONSTER, mna:mushroom_soldier, 16, 1, 3
3379, plains, biomesoplenty:shrubland, MONSTER, mna:spell_breaker, 16, 1, 3
3380, plains, biomesoplenty:shrubland, MONSTER, mna:skeleton_assassin, 16, 1, 3
3381, plains, biomesoplenty:shrubland, MONSTER, player_mobs:player_mob, 50, 1, 4
3382, plains, biomesoplenty:shrubland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3383, plains, biomesoplenty:shrubland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3384, plains, biomesoplenty:shrubland, MONSTER, quark:stoneling, 50, 1, 1
3385, plains, biomesoplenty:shrubland, MONSTER, quark:toretoise, 50, 2, 4
3386, plains, biomesoplenty:shrubland, CREATURE, minecraft:sheep, 12, 4, 4
3387, plains, biomesoplenty:shrubland, CREATURE, minecraft:pig, 10, 4, 4
3388, plains, biomesoplenty:shrubland, CREATURE, minecraft:chicken, 10, 4, 4
3389, plains, biomesoplenty:shrubland, CREATURE, minecraft:cow, 10, 4, 4
3390, plains, biomesoplenty:shrubland, CREATURE, minecraft:horse, 10, 2, 6
3391, plains, biomesoplenty:shrubland, CREATURE, minecraft:donkey, 10, 1, 3
3392, plains, biomesoplenty:shrubland, CREATURE, elwms:elwms, 10, 2, 3
3393, plains, biomesoplenty:shrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3394, plains, biomesoplenty:shrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3395, plains, biomesoplenty:shrubland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3396, plains, biomesoplenty:shrubland, AMBIENT, minecraft:bat, 10, 8, 8
3397, plains, biomesoplenty:shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3398, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:spider, 50, 4, 4
3399, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:zombie, 50, 4, 4
3400, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3401, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:skeleton, 50, 4, 4
3402, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:slime, 50, 4, 4
3403, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
3404, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
3405, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, vampirism:vampire, 50, 1, 3
3406, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3407, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
3408, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3409, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
3410, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, graveyard:revenant, 25, 5, 8
3411, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, graveyard:reaper, 10, 2, 3
3412, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, graveyard:nightmare, 10, 1, 1
3413, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3414, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, graveyard:acolyte, 10, 2, 3
3415, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, mna:witch_hunter, 16, 1, 3
3416, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, mna:pixie, 16, 1, 3
3417, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
3418, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
3419, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, mna:spell_breaker, 16, 1, 3
3420, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
3421, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
3422, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
3423, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3424, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3425, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, quark:stoneling, 50, 1, 1
3426, taiga, biomesoplenty:snowy_coniferous_forest, MONSTER, quark:toretoise, 50, 2, 4
3427, taiga, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
3428, taiga, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
3429, taiga, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
3430, taiga, biomesoplenty:snowy_coniferous_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3431, taiga, biomesoplenty:snowy_coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
3432, taiga, biomesoplenty:snowy_coniferous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3433, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:spider, 50, 4, 4
3434, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:zombie, 50, 4, 4
3435, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
3436, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:skeleton, 50, 4, 4
3437, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:slime, 50, 4, 4
3438, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:enderman, 5, 1, 4
3439, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
3440, icy, biomesoplenty:snowy_fir_clearing, MONSTER, vampirism:vampire, 50, 1, 3
3441, icy, biomesoplenty:snowy_fir_clearing, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3442, icy, biomesoplenty:snowy_fir_clearing, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
3443, icy, biomesoplenty:snowy_fir_clearing, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3444, icy, biomesoplenty:snowy_fir_clearing, MONSTER, graveyard:ghoul, 25, 2, 5
3445, icy, biomesoplenty:snowy_fir_clearing, MONSTER, graveyard:revenant, 25, 5, 8
3446, icy, biomesoplenty:snowy_fir_clearing, MONSTER, graveyard:reaper, 10, 2, 3
3447, icy, biomesoplenty:snowy_fir_clearing, MONSTER, graveyard:nightmare, 10, 1, 1
3448, icy, biomesoplenty:snowy_fir_clearing, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3449, icy, biomesoplenty:snowy_fir_clearing, MONSTER, graveyard:acolyte, 10, 2, 3
3450, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mna:witch_hunter, 16, 1, 3
3451, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mna:pixie, 16, 1, 3
3452, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mna:hulking_zombie, 16, 1, 3
3453, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mna:mushroom_soldier, 16, 1, 3
3454, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mna:spell_breaker, 16, 1, 3
3455, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mna:skeleton_assassin, 16, 1, 3
3456, icy, biomesoplenty:snowy_fir_clearing, MONSTER, player_mobs:player_mob, 50, 1, 4
3457, icy, biomesoplenty:snowy_fir_clearing, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
3458, icy, biomesoplenty:snowy_fir_clearing, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3459, icy, biomesoplenty:snowy_fir_clearing, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3460, icy, biomesoplenty:snowy_fir_clearing, MONSTER, quark:stoneling, 50, 1, 1
3461, icy, biomesoplenty:snowy_fir_clearing, MONSTER, quark:toretoise, 50, 2, 4
3462, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:sheep, 12, 4, 4
3463, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:pig, 10, 4, 4
3464, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:chicken, 10, 4, 4
3465, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:cow, 10, 4, 4
3466, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:wolf, 10, 4, 4
3467, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:rabbit, 10, 2, 3
3468, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:fox, 10, 2, 4
